sic_id,level,entity_name,region,province,comune,address,cap,phone,email,website,parent_name,meeting_day,meeting_time,servitore_insegnante,source_url,source_type,source_date,verification_status,notes,parent_sic_id,node_type,active_status,country,latitude,longitude,geo_status,network_ready,cortex_ingest,last_checked
SIC-ID-DA175F1FC02F,TERRITORIAL,ACAT Parco dei Colli,Lombardia,Bergamo,Villa d'Almè,"Via Locatelli, Municipio",,340 2716420,acat.parcodeicolli@libero.it,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-686E2D6015E2,TERRITORIAL,ACAT Valcavallina Valcalepio,Lombardia,Bergamo,Chiuduno,"Largo Mons. Vistalli, c/o Parrocchia",,320 1525284,benaglimassimo@gmail.com,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-4A13D2C322C9,TERRITORIAL,ACAT Alto Sebino,Lombardia,Bergamo,Costa Volpino,"Via Nazionale, Domus Civica",,335 6995822,bloren.g@alice.it,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-AC667EF7DBB6,CLUB,CAT Bergamo 4 - Loreto,Lombardia,Bergamo,Bergamo,"Via Loreto 5, Oratorio",,,,,ARCAT Lombardia,Sabato,16:00,Ivana Martello,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-978B21B60361,CLUB,CAT Bergamo 6 - La Farfalla,Lombardia,Bergamo,Bergamo,"Via Biava 26, CTE Valtesse",,,,,ARCAT Lombardia,Venerdì,20:30,Giovanni Bonati,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-242CB29136C4,CLUB,CAT Bergamo 7 - S. Caterina,Lombardia,Bergamo,Bergamo,Via Borgo Santa Caterina 16,,,,,ARCAT Lombardia,Venerdì,20:30,Claudio Calì,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-96C54B82DA7B,CLUB,CAT Bergamo 8 - Torre Boldone,Lombardia,Bergamo,Torre Boldone,"Piazza Mercato, Centro polivalente",,,,,ARCAT Lombardia,Giovedì,20:30,Paolo Carrara,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-784C3CAF06A8,CLUB,CAT Bergamo - Borgo Santa Caterina,Lombardia,Bergamo,Bergamo,Via Borgo Santa Caterina 16,,,,,ARCAT Lombardia,Mercoledì,20:30,Maurizio Frigeni,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-FB2EC63E7F6E,CLUB,CAT Bergamo Reti - Valtesse,Lombardia,Bergamo,Bergamo,"Via Biava 26, CTE Valtesse",,,,,ARCAT Lombardia,Martedì,20:15,Giuseppe Lussana,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-8A777301930B,CLUB,CAT Ponte S. Pietro,Lombardia,Bergamo,Ponte San Pietro,"Via Legionari di Polonia 5, Centro UFO",,,,,ARCAT Lombardia,Mercoledì,20:30,Immacolata Petra,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-8F1041CDDD78,CLUB,CAT Madone,Lombardia,Bergamo,Madone,"Via Patrioti 7, Casa delle Associazioni",,,,,ARCAT Lombardia,Giovedì,20:30,Gianni Donadello,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-D5CEF5BDA203,CLUB,CAT Terno d'Isola 1,Lombardia,Bergamo,Terno d'Isola,"Via G. Bravi 15, ex Scuole Elementari",,,,,ARCAT Lombardia,Sabato,15:00,Iolanda Fusi,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-C551B693809D,CLUB,CAT Terno d'Isola 2,Lombardia,Bergamo,Terno d'Isola,"Via G. Bravi 15, ex Scuole Elementari",,,,,ARCAT Lombardia,Mercoledì,20:30,Iolanda Fusi,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-503BCA77FD2E,CLUB,CAT Terno d'Isola 3,Lombardia,Bergamo,Terno d'Isola,"Via G. Bravi 15, ex Scuole Elementari",,,,,ARCAT Lombardia,Martedì,20:30,Nicola Votino,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-24AF12ABFD73,CLUB,CAT Calusco d'Adda,Lombardia,Bergamo,Calusco d'Adda,"Via dell'Assunta 243, Casa Papa Giovanni",,,,,ARCAT Lombardia,Mercoledì,20:30,Marta Doni,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-4A2FD986D5EB,CLUB,CAT Stezzano,Lombardia,Bergamo,Stezzano,"Via Mascagni 13, Centro Cascinetto",,,,,ARCAT Lombardia,Lunedì,20:30,Luigi Pesenti,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-A6060BFFA537,CLUB,CAT Osio Sotto 1,Lombardia,Bergamo,Osio Sotto,"Via Libertà 45, Centro Sociale Mons. Barbisotti",,,,,ARCAT Lombardia,Martedì,20:30,Marco Malaguti,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-BF4E2BD2B88F,CLUB,CAT Osio Sotto 3,Lombardia,Bergamo,Osio Sotto,"Via Libertà 45, Centro Mons. Barbisotti",,,,,ARCAT Lombardia,Lunedì,20:30,Luca Langé,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-27148E82D324,CLUB,CAT Zanica,Lombardia,Bergamo,Zanica,"Piazza Repubblica, Centro Socio Culturale",,,,,ARCAT Lombardia,Lunedì,20:30,Gabriella Bonalumi,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-9C4870413FB0,CLUB,CAT Grassobbio,Lombardia,Bergamo,Grassobbio,"Via Roma 25, Cascina Ghezzi",,,,,ARCAT Lombardia,Giovedì,20:30,Giuseppe Bonomi,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-CA4417B92E77,CLUB,CAT Sforzatica S. Andrea,Lombardia,Bergamo,Dalmine,"Via Colombo 7, Oratorio Sforzatica S. Andrea",,,,,ARCAT Lombardia,Martedì,20:15,Roberto Marotto,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-20BF82EC00DA,CLUB,CAT Curno,Lombardia,Bergamo,Curno,"Via Edmondo De Amicis, ex Scuola Media",,,,,ARCAT Lombardia,Lunedì,20:30,Giovanna Marongiu,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-FBCBDCB4BD1B,CLUB,CAT Nuovo Percorso,Lombardia,Bergamo,Clusone,"Oratorio Maschile, località Fiorine",,,,,ARCAT Lombardia,Lunedì,20:30,Zaveria Beccarelli,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-E4B3D6B92B89,CLUB,CAT 3 - Il Cammino,Lombardia,Bergamo,Vertova,"Via Convento, ex Convento",,,,,ARCAT Lombardia,Lunedì,20:30,Maurizio Bertocchi,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-BCD8115BADDE,CLUB,CAT 4 - Cene,Lombardia,Bergamo,Cene,"Piazza Italia 14, Municipio",,,,,ARCAT Lombardia,Lunedì,20:30,Diego Tironi,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-AC833D57E684,CLUB,CAT 5 - Arcobaleno,Lombardia,Bergamo,Albino,"Via Valbossana, Ca Carati - Vall'Alta",,,,,ARCAT Lombardia,Martedì,20:30,Davide Peraro,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-92007741750E,CLUB,CAT 8 - Alba Nuova,Lombardia,Bergamo,Albino,"Via Frati Cappuccini, Frati Cappuccini",,,,,ARCAT Lombardia,Martedì,20:30,Amelia Perani,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-E3B336835001,CLUB,CAT 10 - Aurora,Lombardia,Bergamo,Pradalunga,"Via Aldo Moro 12, Centro Sociale",,,,,ARCAT Lombardia,Mercoledì,20:30,Raffaella Abate,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-2B3210949A21,CLUB,CAT 11 - La Fenice,Lombardia,Bergamo,Gazzaniga,"Via Manzoni 130, Ospedale Briolini",,,,,ARCAT Lombardia,Mercoledì,20:30,Michela Cattaneo,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-619D109F6338,CLUB,CAT Berbenno,Lombardia,Bergamo,Ponte Giurino,"Via Stoppani 2/g, Sala Comunale",,,,,ARCAT Lombardia,Giovedì,20:30,Agostino Goisis,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-ADBDF6B1026B,CLUB,CAT Almenno S. Bartolomeo 1,Lombardia,Bergamo,Almenno San Bartolomeo,"Via 4 Novembre, Municipio",,,,,ARCAT Lombardia,Giovedì,20:30,Sandro Agostinelli,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-444292B125B0,CLUB,CAT Almenno S. Bartolomeo 2,Lombardia,Bergamo,Almenno San Bartolomeo,"Via 4 Novembre, Municipio",,,,,ARCAT Lombardia,Venerdì,20:30,Bianca Invernizzi,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-45409E6271E5,CLUB,CAT Villa d'Almè 1,Lombardia,Bergamo,Villa d'Almè,"Passaggio del Borgo, Sala Polifunzionale",,,,,ARCAT Lombardia,Mercoledì,17:30,Donatella Consonni,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-588AA5DCBB07,CLUB,CAT Villa d'Almè 2,Lombardia,Bergamo,Villa d'Almè,"Passaggio del Borgo, Sala Polifunzionale",,,,,ARCAT Lombardia,Lunedì,20:30,Roberto Fumagalli,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-B2F99D322B7F,CLUB,CAT Sorisole-Petosino-Azzonica,Lombardia,Bergamo,Petosino,"Via Martiri della Libertà 57, Centro Civico",,,,,ARCAT Lombardia,Mercoledì,20:30,Norma Milesi,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-AFC7F3AB3927,CLUB,CAT Chiuduno,Lombardia,Bergamo,Chiuduno,"Largo Mons. Vistalli, Sala ""Il Torchio""",,,,,ARCAT Lombardia,Lunedì,20:30,Stefano Marchesi,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-0B35E8A0D61F,CLUB,CAT Telgate,Lombardia,Bergamo,Telgate,"Piazza Vittorio Veneto 42, Municipio",,,,,ARCAT Lombardia,Giovedì,20:30,Emilio Forlani,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-B6EF2A686ABC,CLUB,CAT Trescore Balneario,Lombardia,Bergamo,Trescore Balneario,Oratorio,,,,,ARCAT Lombardia,Lunedì,20:30,Massimo Benagli,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-C1B57164B968,CLUB,CAT Costa Volpino - Arcobaleno,Lombardia,Bergamo,Costa Volpino,"Via Nazionale, Domus Civica 2° piano",,,,,ARCAT Lombardia,Mercoledì,20:30,Giacomo Lorenzetti,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-781A7741BA0E,TERRITORIAL,ACAT Brescia,Lombardia,Brescia,Brescia,Via Livorno 7,,351 5111330,,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-0659A9226B07,TERRITORIAL,ACAT Manerbio,Lombardia,Brescia,Manerbio,"Via Palestro 57, Centro Sociale",,339 4602401,ciscoroda@gmail.com,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-B7EB3EDC2BC3,TERRITORIAL,ACAT Gardesana,Lombardia,Brescia,Lonato del Garda,Piazza Martiri della Libertà 1,,339 3333119,,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-08F9F8134278,TERRITORIAL,ACAT Vallesabbia,Lombardia,Brescia,Roè Volciano,Via Luigi Ragazzo 21,,349 7421258,acatvallesabbia.info@yahoo.it,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-3E4F88E8B9CD,CLUB,CAT Armonia,Lombardia,Brescia,Brescia,Via Borgondio 29,,,,,ARCAT Lombardia,Giovedì,20:15,Carlo Riva,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-A634F1DC758F,CLUB,CAT Vladimir Hudolin,Lombardia,Brescia,Brescia,Via Livorno 7,,,,,ARCAT Lombardia,Mercoledì,20:30,Carlo Riva,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-67F5F12E1398,CLUB,CAT Montichiari - Il Germoglio,Lombardia,Brescia,Montichiari,"Via Trieste 26, Casa delle Associazioni",,,,,ARCAT Lombardia,Mercoledì,20:30,Claudio Ermini,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-0B4FAC3CCE27,CLUB,CAT Manerbio 3,Lombardia,Brescia,Manerbio,"Via Palestro 57, Centro Sociale",,,,,ARCAT Lombardia,Mercoledì,21:00,Francesco Roda,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-899721639746,CLUB,CAT Azzurro,Lombardia,Brescia,Prevalle,"Via Morani 9, Municipio",,,,,ARCAT Lombardia,Mercoledì,20:00,Elvira Averoldi,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-21C7C99ED391,CLUB,CAT Il Girasole,Lombardia,Brescia,Salò,Via Ponte Vecchio 6,,,,,ARCAT Lombardia,Martedì,20:00,Marisa Garosi,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-3591C8E5460D,CLUB,CAT L'Alba,Lombardia,Brescia,Bedizzole,Centro Sociale,,,,,ARCAT Lombardia,Martedì,20:30,Milla Dallariva,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-31C90AF9186A,CLUB,CAT Arcobaleno,Lombardia,Brescia,Vobarno,Largo Donatori di Sangue,,,,,ARCAT Lombardia,Martedì,20:00,Federica Federici,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
