id,sic_id,club_id,entity_name,level,category,region,province,city,address,cap,primary_email,email_type,primary_phone,phone_secondary,website,servitore_insegnante,coordination_entity,families_count,meeting_day,meeting_time,outreach_status,outreach_step,last_contact_at,unsubscribe_token,unsubscribed_at,notes,created_at,updated_at
548,SIC-H14B9WP9-2HF2TR2D-E,,èAèCèAèTè èBèAèSèSèOè èPèIèAèVèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èSèaènè èDèoènèàè èdèiè èPèièaèvèeè è(èVèEè)è,"èVèièaè èSèvèeèzèièaè,è ènè.è2è/è4è",è3è0è0è2è7è,èaècèaètèbèaèsèsèoèpèièaèvèeè@ègèmèaèièlè.ècèoèmè,DIRECT,è0è4è2è1è è4è8è9è9è6è3è è/è è3è5è3è è4è7è9è2è4è8è2è,,,èLèièvèièaènèaè èBèoèsècèoèlèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,b9b3dfcb9b34fd0b760789c7728ea45e,,,2026-09-21 11:10:00,2026-09-21 11:10:00
549,SIC-YH1EPRKP-186NH08G-Y,,èAèCèAèTè èBèAèSèSèOè èPèOèLèEèSèIèNèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èTèaègèlèièoè èdèiè èPèOè è(èRèOè)è,"èVèièaèlèeè èKèeènènèeèdèyè,è ènè.è è6è3è",è4è5è0è1è9è,èaècèaètè.èbèaèsèsèoèpè@ètèièsècèaèlèiè.èiètè,DIRECT,è3è7è6è è1è5è1è6è3è0è1è,,,èCèrèièsètèièaènèaè èFèrèeègènèaènè,ARCAT Veneto,45,,,UNCONTACTED,0,,e464efe7c03baae1bb2748d2bb72e482,,,2026-09-21 11:10:00,2026-09-21 11:10:00
550,SIC-YV2Q1V93-WWR6YVJY-A,,èAèCèAèTè èBèAèSèSèOè èVèEèRèOèNèEèSèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èNèoègèaèrèaè è(èVèRè)è,"èVèièaè èRèaèfèfèaè,ènè.è è2è1è",è3è7è0è5è4è,èaècèaètè.èbèaèsèsèoèvèeèrèoènèeèsèeè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è4è9è è0è0è3è9è6è2è5è,,,èRèoèbèeèrètèoè èBèaècècèaèrèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,fce304ace1131ee899908703f44b3481,,,2026-09-21 11:10:00,2026-09-21 11:10:00
551,SIC-TZ74P9BW-4MCFDPKX-M,,èAèCèAèTè èBèAèSèSèOè èVèIèCèEèNèTèIèNèOè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èNèoèvèeènètèaè èVèiècèeènètèiènèaè,"èVèièaè èCèaèpèoè èdèiè èSèoèpèrèaè,è ènè.è è3è",è3è6è0è2è5è,èaècèaètèbèaèsèsèoèvèiècèeènètèiènèoè@èlèièbèeèrèoè.èiètè,DIRECT,è3è3è5è è5è2è8è3è9è8è7è,,,èFèaèbèièoè èFèeèrèrèiègèoèlèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,c69ea25a62253cdebe39ff7f83f45e2f,,,2026-09-21 11:10:00,2026-09-21 11:10:00
552,SIC-6FWSZ3YG-SH8AZRJJ-Y,,èAèCèAèTè èBèEèLèLèUèNèOè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èBèeèlèlèuènèoè,"èVèièaè èdèeèlè èPèièaèvèeè,è ènè.è5è",è3è2è1è0è0è,èaècèaètèbèeèlèlèuènèoè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è3è3è è9è6è0è0è3è6è0è,,,èFèrèaènècèoè èLèièvèaènè,ARCAT Veneto,45,,,UNCONTACTED,0,,0914aec1eb38aab7130cd370104fa923,,,2026-09-21 11:10:00,2026-09-21 11:10:00
553,SIC-RD3VS18X-QY4VG2ZD-A,,èAèCèAèTè èCèAèMèPèOèSèAèMèPèIèEèRèOè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èCèaèmèpèoèsèaèmèpèièeèrèoè è(èPèDè)è,"èVèièaè èCèoèsèmèaè,è ènè.è è1è",è3è5è0è1è2è,èaècèaètècèaèmèpèoèsèaèmèpèièeèrèoè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è4è8è è4è8è1è1è1è4è3è,,,èAèlèeèsèsèaènèdèrèoè èBèuèsèaètètèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,c5650b383743816113c47b10f8e31842,,,2026-09-21 11:10:00,2026-09-21 11:10:00
554,SIC-QQ631VYR-8QDV8DWA-0,,èAèCèAèTè èCèOèLèLèIè èEèUèGèAèNèEèIè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èTèoèrèrèeègèlèièaè è(èPèDè)è,èVèièaè èVèiètètèoèrèièoè èVè.ètèoè.è ènè.è è7è,è3è5è0è3è8è,èaècèaètè.ècèoèlèlèiè@èlèièbèeèrèoè.èiètè,DIRECT,è3è4è9è è7è2è5è7è4è1è5è,,,èWèaèlètèeèrè èVèiègèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,408af39722cfd6e3689f4f24aee830e6,,,2026-09-21 11:10:00,2026-09-21 11:10:00
555,SIC-K75MPDYN-30ATW2PQ-8,,èAèCèAèTè èEèCèOèLèOèGèIèAè èSèOèCèIèAèLèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èPèaèdèoèvèaè,"èVèièaè èAè.è èCèaèvèaèlèeètètèoè,è ènè.è è3è",è3è5è1è2è2è,èaècèaètèeècèoèlèoègèièaèsèoècèièaèlèeèpèdè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è4è8è è3è3è0è4è8è2è0è,,,èBèuècèuèrèeèsècèuè èAèlèiènèaè,ARCAT Veneto,45,,,UNCONTACTED,0,,0ffa85c9f6640c8f50797dad463d56fd,,,2026-09-21 11:10:00,2026-09-21 11:10:00
556,SIC-23MT5VHM-S8CDDE91-T,,èAèCèAèTè èFèEèLèTèRèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èFèeèlètèrèeè,"èVèièaè èBèoèsècèaèrèièzè,è ènè.è è2è",è3è2è0è3è2è,èaècèaètè.èfèeèlètèrèeè@èlèièbèeèrèoè.èiètè,DIRECT,è3è3è9è è6è0è3è9è1è8è0è,,,èGèièaènèfèrèaènècèoè èTèaèuèfèeèrè,ARCAT Veneto,45,,,UNCONTACTED,0,,a6bdae8e6f1f4423e41565f3a4d20fef,,,2026-09-21 11:10:00,2026-09-21 11:10:00
557,SIC-ABY6Z7W1-SDVM1EQJ-X,,èAèCèAèTè èLèAè èSèPèEèRèAèNèZèAè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èVèièsènèaèdèeèlèlèoè èdèiè èSèpèrèeèsèièaènèoè è(èTèVè)è,"èVèièaè èMèoènèsèiègènèoèrè èCèoènèdèoètètèaè,è ènè.è è1è",è3è1è0è2è0è,èlèaèuèrèaè.èbèoèrètèoèlèuèzèzèiè@èhèoètèmèaèièlè.èiètè,DIRECT,è3è3è1è è8è0è9è7è0è0è7è,,,èLèaèuèrèaè èBèoèrètèoèlèuèzèzèiè,ARCAT Veneto,45,,,UNCONTACTED,0,,6e6def30c8690ce76d6e8113fcbd9c6f,,,2026-09-21 11:10:00,2026-09-21 11:10:00
558,SIC-MTST0A3M-XTGZY2SH-E,,èAèCèAèTè èMèEèSèTèRèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èMèaèrègèhèeèrèaè è(èVèEè)è,"èVèièaè èDèoènè èOèrèièoènèeè,è ènè.è è4è",è3è0è1è7è5è,èaècèaètèmèeèsètèrèeè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è5è1è è3è8è8è7è9è1è0è,,,èPèaèoèlèaè èBèeèrègèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,980942efd5f507ffe1a364b058019d25,,,2026-09-21 11:10:00,2026-09-21 11:10:00
559,SIC-1J1AV7S6-W6NK8AZW-D,,èAèCèAèTè èNèOèRèDè èEèSèTè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èCèaèsètèeèlèfèrèaènècèoè èVèeènèeètèoè è(èTèVè)è,"èVèièaè èdèeèiè èCèaèrèpèaènèiè,è ènè.è è1è6è/èzè",è3è1è0è3è3è,èaècèaètènèoèrèdèeèsètè@ègèmèaèièlè.ècèoèmè,DIRECT,è0è4è2è3è è7è2è0è5è8è1è,,,èAèlèbèaènèeèsèeè èMèièrècèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,5ee83f8ce7ec8dc35485eb0fa3a16bb3,,,2026-09-21 11:10:00,2026-09-21 11:10:00
560,SIC-KYAW959P-15MJSQ9W-P,,èAèCèAèTè èNèUèOèVèIè èOèRèIèZèZèOèNèTèIè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èSèaènè èBèièaègèièoè èdèiè èCèaèlèlèaèlètèaè è(èTèVè)è,"èVèièaè è2è èGèièuègènèoè,è è4è5è",è3è1è0è4è8è,èaècèaètè.ènèuèoèvèiè.èoèrèièzèzèoènètèiè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è7è1è è1è5è2è0è7è4è0è,,,èLèuècèièoè èSèpèrèiècèiègèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,0f09bd1a93b18acbc0abf93a280866ec,,,2026-09-21 11:10:00,2026-09-21 11:10:00
561,SIC-RGRAYZGS-3AP5QTKV-9,,èAèCèAèTè èPèAèDèOèVèAè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èPèaèdèoèvèaè,"èVèièaè èAèlèsèaèzèièaè,è ènè.è è3è/ècè",è3è5è1è2è7è,èaècèaètèpèaèdèoèvèaè@èlèièbèeèrèoè.èiètè,DIRECT,è3è7è6è è1è2è1è8è7è4è1è,,,èGèièoèvèaènènèiè èMèaèrèièaè èZèaènèoènè,ARCAT Veneto,45,,,UNCONTACTED,0,,c9e00333cfa3ef1b83bcdd4d848c643f,,,2026-09-21 11:10:00,2026-09-21 11:10:00
562,SIC-3XTTS1B2-BPMED9YQ-R,,èAèCèAèTè èPèEèDèEèMèOèNèTèAèNèAè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èSècèhèièoè,"èVèièaè èDèaènèièeèlèeè èMèaènèiènè,è ènè.è1è",è3è6è0è1è5è,èaècèaètèpèeèdèeèmèoènètèaènèaè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è4è9è è1è9è4è0è0è6è8è,,,èFèlèoèrèeènètèiènèaè èBèaècèoèsècèaè,ARCAT Veneto,45,,,UNCONTACTED,0,,2d9bf82b2103f41525d057a130c6c42f,,,2026-09-21 11:10:00,2026-09-21 11:10:00
563,SIC-2W3DE776-X4REF6GZ-S,,èAèCèAèTè èPèOèLèEèSèIèNèEè èOèCèCèIèDèEèNèTèAèLèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èLèeènèdèiènèaèrèaè è(èRèOè)è,èVèièaè èCèaèdèuètèiè èsèuèlè èLèaèvèoèrèoè,è4è5è0è2è6è,èaècèaètèpèoèlèoècècè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è3è5è è6è0è4è8è3è3è0è è/è è3è4è9è è5è3è8è0è5è6è6è,,,èZèaèmèpèoèlèlèiè èLèuèiègèiè,ARCAT Veneto,45,,,UNCONTACTED,0,,aade9b523eed0723263534154da6491c,,,2026-09-21 11:10:00,2026-09-21 11:10:00
564,SIC-W2G37Q4T-GS4SM6C4-Z,,èAèCèAèTè èPèOèRèTèOèGèRèUèAèRèEèSèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èPèoèrètèoègèrèuèaèrèoè,"èVèièaè èAèlèdèoè èMèoèrèoè,è ènè.è è9è2è",è3è0è0è2è6è,èaècèaètèpèoèrètèoègèrèuèaèrèeèsèeè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è3è9è è1è3è3è3è8è8è6è,,,èBèoèzèzèaètèoè èIèdèaè,ARCAT Veneto,45,,,UNCONTACTED,0,,04ca7ba20a7dece093943e18e6c9b1f2,,,2026-09-21 11:10:00,2026-09-21 11:10:00
565,SIC-D9YGVDDT-970EK2YA-F,,èAèCèAèTè èSèIèNèIèSèTèRèAè èPèIèAèVèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èCèoènèeègèlèièaènèoè è(èTèVè)è,"èVèièaè èMèaèsèeètè,è ènè.è è1è",è3è1è0è1è5è,èiènèfèoè@èaècèaètèsèiènèièsètèrèaèpèièaèvèeè.èiètè,DIRECT,è3è4è0è è5è7è2è8è3è9è4è,,,èAènèdèrèeèaè èBèoèrèiènè,ARCAT Veneto,45,,,UNCONTACTED,0,,c656d084d769905d7a541fdfdc9ed338,,,2026-09-21 11:10:00,2026-09-21 11:10:00
566,SIC-9CNJNEV7-EYQMMZSV-Q,,èAèCèAèTè èSèIèRèIèUèSè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èBèuèsèsèoèlèeènègèoè(èVèRè)è,"èVèièaè èSèaènè èVèaèlèeènètèiènèoè,è è3è6è",è3è7è0è1è2è,èaècèaètèsèièrèièuèsè@èlèièbèeèrèoè.èiètè,DIRECT,è3è3è1è è2è9è5è7è2è3è4è,,,èRèaèfèfèaèeèlèlèoè èMèoènètèrèeèsèoèrè,ARCAT Veneto,45,,,UNCONTACTED,0,,4f57d2335f2d80153ad2c444e0584817,,,2026-09-21 11:10:00,2026-09-21 11:10:00
567,SIC-MGAYF86G-1TZT2ASZ-N,,èAèCèAèTè èTèRèEèVèIèSèOè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èMèoègèlèièaènèoè èVèeènèeètèoè è(èTèVè)è,"èVèièaè èRèoènèzèiènèeèlèlèaè,è ènè.è è1è7è6è",è3è1è0è2è1è,èaècèaètètèrèeèvèièsèoè@èlèièbèeèrèoè.èiètè,DIRECT,è3è3è6è è8è7è1è6è1è0è0è,,,èBèoèlèdèrèiènè èAènètèoènèièoè,ARCAT Veneto,45,,,UNCONTACTED,0,,30365f289ed0224e86e0767c23217762,,,2026-09-21 11:10:00,2026-09-21 11:10:00
568,SIC-Z32APCBC-8S9P1DG1-A,,èAèCèAèTè èVèAèLèCèHèIèAèMèPèOè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èAèrèzèiègènèaènèoè è(èVèIè)è,"èVèièaè èGè.è èBèoènèaèzèzèiè,è ènè.è è2è8è",è3è6è0è7è1è,èaècèaètèvèaèlècèhèièaèmèpèoè@èaèrècèaètèvèeènèeètèoè.èiètè,DIRECT,è3è3è5è è7è0è0è1è4è2è0è,,,èBèeèrètèiènèaètèoè èFèrèaènècèoè èLèuèiègèiè èMèaèrèièaè,ARCAT Veneto,45,,,UNCONTACTED,0,,ef3e58d5a478acfa2c6637c3fdb5084c,,,2026-09-21 11:10:00,2026-09-21 11:10:00
569,SIC-DBS4Z8FV-TT8ESY0M-Z,,èAèCèAèTè èVèAèLèLèEèAèGèNèOè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èVèaèlèdèaègènèoè,"èVèièaèlèeè èRèeègèiènèaè èMèaèrègèhèeèrèiètèaè,è ènè.è è4è2è",è3è6è0è7è8è,èaècèaètèvèaèlèlèeèaègènèoè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è3è3è è4è8è3è6è4è3è5è,,,èGèièaènèfèrèaènècèoè èTèrèeètètèeènèeèrèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,40ccf6a07ffb50b7dbb3624403e3cce2,,,2026-09-21 11:10:00,2026-09-21 11:10:00
570,SIC-E65RQA7S-G9MDY0M4-G,,èAèCèAèTè èVèAèLèOèRèIè èNèUèOèVèIè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èTèhèièeènèeè,"èVèièaè è1è°è èMèaègègèièoè,è ènè.è è1è5è",è3è6è0è1è6è,èaècèaètèvèaèlèoèrèiènèuèoèvèiè@ègèmèaèièlè.ècèoèmè,DIRECT,è3è5è1è è8è1è0è2è7è3è1è,,,èAèlèeèsèsèaènèdèrèoè èDèaèlè èBèoèsècèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,31044ab832941195fce792ef5fa63267,,,2026-09-21 11:10:00,2026-09-21 11:10:00
571,SIC-XP2R1XPP-T2K3PC7G-B,,èAèCèAèTè èVèEèNèEèZèIèAè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èMèaèrègèhèeèrèaè è(èVèEè)è,"èVèièaè èFèoèsèsèoèmèbèrèoènèiè,è ènè.è è1è7è",è3è0è1è7è5è,èaècèaètèvèeènèeèzèièaè@èyèaèhèoèoè.èiètè,DIRECT,è3è4è6è è0è3è9è7è2è7è7è,,,èAènètèoènèièoè èAèsèaèrèoè,ARCAT Veneto,45,,,UNCONTACTED,0,,1ea12d138d22c899175cfe0edfef9934,,,2026-09-21 11:10:00,2026-09-21 11:10:00
572,SIC-KNAEHPG8-WT5THK0J-0,,èAèCèAèTè èVèEèRèOèNèAè èEèSèTè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èVèeèrèoènèaè,"èPèièaèzèzèaè èFèrèuègèoèsèeè,è ènè,è è7è/èBè",è3è7è1è3è2è,èaècèaètèvèeèrèoènèaèeèsètè@ègèmèaèièlè.ècèoèmè,DIRECT,è0è4è5è è9è7è3è3è2è2è,,,èFèeèdèeèrèiècèaè èCèaègèaèlèiè,ARCAT Veneto,45,,,UNCONTACTED,0,,b16a98d19891516ba629e909a3db1a4e,,,2026-09-21 11:10:00,2026-09-21 11:10:00
573,SIC-C0VV3F9C-S4C11WH9-C,,èAèCèAèTè èVèEèRèOèNèAè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èVèeèrèoènèaè,"èVèièaè èPèuègèlèièeè,è è7è/èaè",è3è7è1è3è9è,èaècèaètèvèeèrèoènèaè@ètèièsècèaèlèiè.èiètè,DIRECT,è0è4è5è è5è7è6è3è9è5è è/è è3è5è1è è9è8è7è1è5è8è1è,,,èCèoèmèeèlèiè èPèaèoèlèaè,ARCAT Veneto,45,,,UNCONTACTED,0,,74d6b7c9d03e9b05ebab2f98941c8adb,,,2026-09-21 11:10:00,2026-09-21 11:10:00
574,SIC-AEVSFBFR-DWB5QAD9-J,,èAèCèAèTè èVèEèRèOèNèAè èSèUèDè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èVèeèrèoènèaè,"èVèièaè èVèoèlètèuèrènèoè,è ènè.è è2è0è/èAè",è3è7è1è3è5è,èaècèaètèvèrèsèuèdè@ègèmèaèièlè.ècèoèmè,DIRECT,è0è4è5è è8è2è0è5è1è7è5è,,,èMèaènèaèrèeèaè èGèièoèvèaènènèiè,ARCAT Veneto,45,,,UNCONTACTED,0,,5e41c8e2c67560f2ba90d54b9e56f981,,,2026-09-21 11:10:00,2026-09-21 11:10:00
575,SIC-1XZGB93J-KFHXKV48-8,,èAèCèAèTè èVèEèRèOèNèEèSèEè èOèRèIèEèNèTèAèLèEè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èSèoèaèvèeè è(èVèRè)è,"èPèièaèzèzèaè èAènètèeènènèaè,è è2è",è3è7è0è3è8è,èaècèaètèvèoè@èlèièbèeèrèoè.èiètè,DIRECT,è3è4è8è è8è8è1è3è9è1è8è,,,èDèaènèzèiè èFèièoèrèeèlèlèaè,ARCAT Veneto,45,,,UNCONTACTED,0,,6b6f2398d50f9956bea59b594e66114b,,,2026-09-21 11:10:00,2026-09-21 11:10:00
576,SIC-GVMRKXZR-48YN81A1-N,,èAèCèAèTè èVèIèCèEèNèZèAè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èVèiècèeènèzèaè,"èVèièaèlèeè èSèaènè èLèaèzèzèaèrèoè,è ènè.è è1è1è2è",è3è6è1è0è0è,èaècèaètèvèiècèeènèzèaè@èlèièbèeèrèoè.èiètè,DIRECT,è3è2è7è è1è9è3è4è7è1è7è,,,èRèoèsèaè èMèaèrèièaè èFèaècècèhèiènè,ARCAT Veneto,45,,,UNCONTACTED,0,,0621279468adab3cd2b1e4fea6e28b7d,,,2026-09-21 11:10:00,2026-09-21 11:10:00
577,SIC-318PH8F5-KSN6QVHV-X,,èAèCèAèTè èVèIèLèLèAèFèRèAèNèCèAè èCèAèSèTèEèLè èSèCèAèLèIèGèEèRèOè èOèDèVè,TERRITORIAL_ACAT,ACAT,Veneto,VR,èVèièlèlèaèfèrèaènècèaè è(èVèRè)è,"èVèièaè èFèaènètèoènèiè,è ènè.è è1è",è3è7è0è6è9è,èaècèaètè.ècèaèsètèeèlèsècèaèlèiègèeèrèoè@ègèmèaèièlè.ècèoèmè,DIRECT,è0è4è5è è9è8è7è3è3è7è,,,èSèièmèoènèeètètèaè èVèeènètèuèrèiè,ARCAT Veneto,45,,,UNCONTACTED,0,,49a23ca6fbec0ac8928b2a8b8e20a546,,,2026-09-21 11:10:00,2026-09-21 11:10:00
578,SIC-DKNRG91F-FEXY43KP-9,,èCèlèuèbè è0è3è è/è è0è4è è/è è2è7è6è,LOCAL_CLUB,CAT,Veneto,VR,èRèoènècèaèdèeè,"èVèièaè èVèeècèeèlèièoè,è ènè.è è4è",è3è1è0è5è6è,èaècèaètè.ènèuèoèvèiè.èoèrèièzèzèoènètèiè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è7è1è è1è5è2è0è7è4è0è,,,,èAèCèAèTè èNèUèOèVèIè èOèRèIèZèZèOèNèTèIè èOèDèVè,11,,,UNCONTACTED,0,,0149358fb27ee5a116fb88ef54f85539,,,2026-09-21 11:10:00,2026-09-21 11:10:00
579,SIC-AMFBD6YZ-ZHF08P8P-1,,èCèlèuèbè è1è,LOCAL_CLUB,CAT,Veneto,VR,èPèoènèzèaènèoè èVèeènèeètèoè,"èVèièaè èRèuègèaè,è ènè.è è3è8è",è3è1è0è5è0è,èaècèaètètèrèeèvèièsèoè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è6è è8è7è1è6è1è0è0è,,,,èAèCèAèTè èTèRèEèVèIèSèOè èOèDèVè,11,,,UNCONTACTED,0,,a1be622e311627b191629181b31fe40f,,,2026-09-21 11:10:00,2026-09-21 11:10:00
580,SIC-WC7PRKZ8-TGS0F85N-7,,èCèlèuèbè è1è0è,LOCAL_CLUB,CAT,Veneto,VR,èQèuèiènètèoè èdèiè èTèrèeèvèièsèoè,èVèiècèoèlèoè èPèièoè èXè,è3è1è0è5è5è,èaècèaètètèrèeèvèièsèoè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è6è è8è7è1è6è1è0è0è,,,,èAèCèAèTè èTèRèEèVèIèSèOè èOèDèVè,11,,,UNCONTACTED,0,,3d80cc6a3669b4216ba07891189cfc20,,,2026-09-21 11:10:00,2026-09-21 11:10:00
581,SIC-6B0R79EZ-MGPS6MMX-6,,"èCèlèuèbè è1è0è2è è""èDèoèlèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èDèoèlèoè,"èVèièaè èXèXèIèXè èAèpèrèièlèeè,è ènè.è è2è",è3è0è0è3è1è,èaècèaètèmèeèsètèrèeè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è5è1è è3è8è8è7è9è1è0è,,,,èAèCèAèTè èMèEèSèTèRèEè èOèDèVè,11,,,UNCONTACTED,0,,1329383e0c0b7368fc5011c88517325d,,,2026-09-21 11:10:00,2026-09-21 11:10:00
582,SIC-PH52WFPV-XZDZWX9R-6,,"èCèlèuèbè è1è0è9è è""èLèaè èCèoèmèeètèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èVèeèrèoènèaè,"èVèièaè èPèeèrèiènèiè,è ènè.è è7è",è3è7è1è2è2è,èaècèaètèvèeèrèoènèaèeèsètè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è5è è9è7è3è3è2è2è,,,,èAèCèAèTè èVèEèRèOèNèAè èEèSèTè èOèDèVè,11,,,UNCONTACTED,0,,fa3b3eb5a832dd5aa4c5b01fe69d4cb8,,,2026-09-21 11:10:00,2026-09-21 11:10:00
583,SIC-R78TCPG2-VM053W6S-J,,"èCèlèuèbè è1è1è0è è""èRèeègèiènèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èVèeèrèoènèaè,"èCèièrècèoènèvèaèlèlèaèzèièoènèeè èPè.è èMèaèrècèoènècèeèlèlèiè,è ènè.è8è/èbè",è3è7è1è2è3è,èaècèaètèvèeèrèoènèaè@ètèièsècèaèlèiè.èiètè,COORDINATION_INHERITED,è0è4è5è è5è7è6è3è9è5è è/è è3è5è1è è9è8è7è1è5è8è1è,,,,èAèCèAèTè èVèEèRèOèNèAè èOèDèVè,11,,,UNCONTACTED,0,,8400b7a4c5daabe8aad4004580f7f20e,,,2026-09-21 11:10:00,2026-09-21 11:10:00
584,SIC-NGMF7WS8-CFVE067R-W,,"èCèlèuèbè è1è1è1è è""èZèeèlèaèrèiènèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èZèeèlèaèrèiènèoè,"èVèièaè èPèoèmèiè,è ènè.è è3è",è3è0è1è7è4è,èaècèaètèmèeèsètèrèeè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è5è1è è3è8è8è7è9è1è0è,,,,èAèCèAèTè èMèEèSèTèRèEè èOèDèVè,11,,,UNCONTACTED,0,,bc53d983c4f18a9c7c447adcf0479e67,,,2026-09-21 11:10:00,2026-09-21 11:10:00
585,SIC-D8E9Z44G-H8HBJCD2-D,,èCèlèuèbè è1è1è3è,LOCAL_CLUB,CAT,Veneto,VR,èLèoènèiègèoè,,è3è6è0è4è5è,èaècèaètèbèaèsèsèoèvèiècèeènètèiènèoè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è5è è5è2è8è3è9è8è7è,,,,èAèCèAèTè èBèAèSèSèOè èVèIèCèEèNèTèIèNèOè èOèDèVè,11,,,UNCONTACTED,0,,575a14d39f4b0eb758e145cb74d9ccf9,,,2026-09-21 11:10:00,2026-09-21 11:10:00
586,SIC-9VR23R1D-E7H2X4G7-1,,èCèlèuèbè è1è1è4è,LOCAL_CLUB,CAT,Veneto,VR,èSèaènè èDèoènèàè èdèiè èPèièaèvèeè,"èVèièaè èCèaèlèvèeècècèhèièaè,è ènè.è è1è",è3è0è0è2è7è,èaècèaètèbèaèsèsèoèpèièaèvèeè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è2è1è è4è8è9è9è6è3è è/è è3è5è3è è4è7è9è2è4è8è2è,,,,èAèCèAèTè èBèAèSèSèOè èPèIèAèVèEè èOèDèVè,11,,,UNCONTACTED,0,,e0c5ed0adc6b23eca8f1627b7ac5407a,,,2026-09-21 11:10:00,2026-09-21 11:10:00
587,SIC-C3W2G32B-QD26SXQ4-S,,"èCèlèuèbè è1è1è7è è""èLèaè èRèiènèaèsècèiètèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èVèoèlèpèaègèoè èdèeèlè èMèoènètèeèlèlèoè,"èVèièaè èdèeèlè èMèeèdèiècèoè,è ènè.è è3è",è3è1è0è4è0è,èaècèaètènèoèrèdèeèsètè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è2è3è è7è2è0è5è8è1è,,,,èAèCèAèTè èNèOèRèDè èEèSèTè èOèDèVè,11,,,UNCONTACTED,0,,66df4ab22f6c552b6168972d9326eeb6,,,2026-09-21 11:10:00,2026-09-21 11:10:00
