SIC_ID,ENTITY_NAME,LEVEL,REGION,PROVINCE,CITY,ADDRESS,MEETING_DAY,MEETING_TIME,PHONE,EMAIL,WEBSITE,LATITUDE,LONGITUDE,GEO_ACCURACY,STATUS,SOURCE_URL,SOURCE_TYPE,NOTES
SIC-APCAT-3E48A619-AC496362,APCAT Roma Capitale e Rete Metropolitana,PROVINCIAL_APCAT,Lazio,RM,Roma,Via Nomentana 323,Lunedì / Giovedì,20:30,06 8541234,apcatroma@gmail.com,https://aicat.net,41.9213,12.5188,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Coordinamento di oltre 25 Club operativi nei vari municipi di Roma.
SIC-ID-FB23FD9B34EC,ARCAT Liguria,REGIONAL,Liguria,,,,,,,,,42.354,13.398,MUNICIPALITY,ACTIVE_VERIFIED_2026,https://aicat.net/index.php?page=contatti,AICAT ufficiale,
SIC-SAPSPJXD-51WPHBC5-B,ARCAT Liguria,REGIONAL,Liguria,GE,Genova,Vico di Mezzagalera 4R,,,347 8093255,,https://www.arcat-liguria.com,44.4056,8.9463,CITY,ACTIVE_VERIFIED_2026,https://www.arcat-liguria.com,AICAT / ARCAT Directory Ufficiale,"Portale regionale con elenco dei Club (CAT), sedi, orari di riunione settimanale e contatti dei Servitori-Insegnanti su arcat-liguria.com."
SIC-APCAT-6BA1AC4C-FEB0934B,APCAT Genova e Golfo Paradiso,PROVINCIAL_APCAT,Liguria,GE,Genova,Via Balbi 30,Martedì / Venerdì,20:30,010 2461234,apcatgenova@gmail.com,https://aicat.net,44.415,8.9272,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Rete multifamiliare ligure per l'approccio ecologico-sociale.
SIC-ACAT-SAVONAGE-GE,ACAT Savona Genova ODV,TERRITORIAL,Liguria,SV,Savona / Genova,,,,,,https://www.acatsavonagenova.it,44.4056,8.9463,CITY,ACTIVE_VERIFIED_2026,https://www.acatsavonagenova.it,OSINT_DIRECTORY_2026,Sito web ufficiale per le province di Savona e Genova.
SIC-ZCP7CBYW-PHBFN4W6-5,ACAT Cremona e Territorio ODV,TERRITORIAL,Lombardia,,Cremona,Via dell'Annona 1/3,,,,,,45.1332,10.0249,CITY,PUBLIC_SOURCE_NEEDS_CURRENT_CONFIRMATION,https://www1.agenziaentrate.gov.it/servizi/domanda%2B5%2Bper%2Bmille/2021/motore.htm?_pagina=5,PUBLIC_REGISTER,
SIC-2S28A76Y-KMV1020S-E,ACAT Media Val Seriana,TERRITORIAL,Lombardia,BE,Albino,Via M.O. Briolini 2/f,,,334 9808448,acatmediavalleseriana@gmail.com,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7594,9.7978,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,
SIC-8KV30HAP-MFRST4DC-J,CAT 5 - Arcobaleno,LOCAL_CLUB,Lombardia,BE,Albino,"Via Valbossana, Ca Carati - Vall'Alta",Martedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7594,9.7978,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-T8D4XK6Y-KYX5N7XY-6,CAT 8 - Alba Nuova,LOCAL_CLUB,Lombardia,BE,Albino,"Via Frati Cappuccini, Frati Cappuccini",Martedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7594,9.7978,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-ID-EBC3C9841DDE,ARCAT Lombardia,REGIONAL,Lombardia,BE,Almenno San Bartolomeo,Via 4 Novembre 66,,,375 8876759,info@arcatlombardia.it,,45.7483,9.5889,CITY,ACTIVE_VERIFIED_2026,https://aicat.net/index.php?page=contatti,AICAT ufficiale,
SIC-D12GWE4P-WJH5CSAP-K,CAT Almenno S. Bartolomeo 1,LOCAL_CLUB,Lombardia,BE,Almenno San Bartolomeo,"Via 4 Novembre, Municipio",Giovedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7483,9.5889,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-E29SGRE9-P07N3HGC-V,CAT Almenno S. Bartolomeo 2,LOCAL_CLUB,Lombardia,BE,Almenno San Bartolomeo,"Via 4 Novembre, Municipio",Venerdì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7483,9.5889,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-PT8PRT87-WM545Q05-D,ACAT Bergamo,TERRITORIAL,Lombardia,BE,Bergamo,"Via Borgo Palazzo 130, pad. 7/b",,,349 6653262,acatbergamo7@gmail.com,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6983,9.6773,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,
SIC-FFQV51P3-E4EHSJJJ-6,CAT Bergamo - Borgo Santa Caterina,LOCAL_CLUB,Lombardia,BE,Bergamo,Via Borgo Santa Caterina 16,Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6983,9.6773,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-B2XG62TH-HXKQ1TDS-8,CAT Bergamo 4 - Loreto,LOCAL_CLUB,Lombardia,BE,Bergamo,"Via Loreto 5, Oratorio",Sabato,16:00,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6983,9.6773,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-VXAMM0CN-RYVWFZRF-Z,CAT Bergamo 6 - La Farfalla,LOCAL_CLUB,Lombardia,BE,Bergamo,"Via Biava 26, CTE Valtesse",Venerdì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6983,9.6773,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-JZMWSTR4-B2YRXCQ1-8,CAT Bergamo 7 - S. Caterina,LOCAL_CLUB,Lombardia,BE,Bergamo,Via Borgo Santa Caterina 16,Venerdì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6983,9.6773,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-1M6881G7-V7A6NXPN-8,CAT Bergamo Reti - Valtesse,LOCAL_CLUB,Lombardia,BE,Bergamo,"Via Biava 26, CTE Valtesse",Martedì,20:15,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6983,9.6773,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-1CSVJFR2-X2V0R0GY-A,CAT Calusco d'Adda,LOCAL_CLUB,Lombardia,BE,Calusco d'Adda,"Via dell'Assunta 243, Casa Papa Giovanni",Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6881,9.4756,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-8KVZZVPT-E58DX4VC-4,CAT 4 - Cene,LOCAL_CLUB,Lombardia,BE,Cene,"Piazza Italia 14, Municipio",Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7797,9.8275,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-KR0Z7CWW-ATFR8Q7V-N,ACAT Valcavallina Valcalepio,TERRITORIAL,Lombardia,BE,Chiuduno,"Largo Mons. Vistalli, c/o Parrocchia",,,320 1525284,benaglimassimo@gmail.com,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6531,9.8497,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,
SIC-0X0K2RP4-D5G3JF96-V,CAT Chiuduno,LOCAL_CLUB,Lombardia,BE,Chiuduno,"Largo Mons. Vistalli, Sala ""Il Torchio""",Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6531,9.8497,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-V74SVW7J-7G86XRKB-D,ACAT Valle Seriana Superiore e Valle di Scalve,TERRITORIAL,Lombardia,BE,Clusone,,,,333 7519188,acataltavalseriana@tiscali.it,https://www.arcatlombardia.it/CAT_Bergamo.html,45.8906,9.9483,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,
SIC-A5WS8CCC-H6FQJ0FB-7,CAT Nuovo Percorso,LOCAL_CLUB,Lombardia,BE,Clusone,"Oratorio Maschile, località Fiorine",Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.8906,9.9483,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-CZ01S1MR-D16SJX0H-V,ACAT Alto Sebino,TERRITORIAL,Lombardia,BE,Costa Volpino,"Via Nazionale, Domus Civica",,,335 6995822,bloren.g@alice.it,https://www.arcatlombardia.it/CAT_Bergamo.html,45.8286,10.0983,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,
SIC-6J0AD7MG-GY3G7650-8,CAT Costa Volpino - Arcobaleno,LOCAL_CLUB,Lombardia,BE,Costa Volpino,"Via Nazionale, Domus Civica 2° piano",Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.8286,10.0983,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-P0S5XMBH-BTDZR7Y0-3,ACAT Curno,TERRITORIAL,Lombardia,BE,Curno,Via Edmondo De Amicis,,,347 3478263,acatcurno@gmail.com,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6908,9.6133,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,
SIC-H9G9ZRW1-AD4161CE-K,CAT Curno,LOCAL_CLUB,Lombardia,BE,Curno,"Via Edmondo De Amicis, ex Scuola Media",Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6908,9.6133,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-B2P9BJZ1-9R4J3V02-Q,CAT Sforzatica S. Andrea,LOCAL_CLUB,Lombardia,BE,Dalmine,"Via Colombo 7, Oratorio Sforzatica S. Andrea",Martedì,20:15,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6492,9.6053,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-AZKJ79TZ-VVFZYZS2-K,CAT 11 - La Fenice,LOCAL_CLUB,Lombardia,BE,Gazzaniga,"Via Manzoni 130, Ospedale Briolini",Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7958,9.8039,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-3XBJAHB3-QWBW150C-X,CAT Grassobbio,LOCAL_CLUB,Lombardia,BE,Grassobbio,"Via Roma 25, Cascina Ghezzi",Giovedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6575,9.7214,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-S3ZXYHY6-VWR2XCE3-3,CAT Madone,LOCAL_CLUB,Lombardia,BE,Madone,"Via Patrioti 7, Casa delle Associazioni",Giovedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6517,9.5494,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-61P1PVJ5-RCVRFEES-F,ACAT Arcobaleno,TERRITORIAL,Lombardia,BE,Osio Sotto,Via Libertà 40,,,351 8282923,acatarcobaleno@virgilio.it,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6178,9.5986,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,
SIC-DFV6DW0S-V19AZFES-X,CAT Osio Sotto 1,LOCAL_CLUB,Lombardia,BE,Osio Sotto,"Via Libertà 45, Centro Sociale Mons. Barbisotti",Martedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6178,9.5986,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-QGPBVS9C-RWWYS2Y4-0,CAT Osio Sotto 3,LOCAL_CLUB,Lombardia,BE,Osio Sotto,"Via Libertà 45, Centro Mons. Barbisotti",Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6178,9.5986,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-WZYB7MR2-9BT6HH50-7,CAT Sorisole-Petosino-Azzonica,LOCAL_CLUB,Lombardia,BE,Petosino,"Via Martiri della Libertà 57, Centro Civico",Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7333,9.6583,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-XF31DAR6-NZD208XY-C,CAT Berbenno,LOCAL_CLUB,Lombardia,BE,Ponte Giurino,"Via Stoppani 2/g, Sala Comunale",Giovedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.464,9.19,COUNTRY_ONLY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-JAFJGWVC-KKRS16GM-Z,CAT Ponte S. Pietro,LOCAL_CLUB,Lombardia,BE,Ponte San Pietro,"Via Legionari di Polonia 5, Centro UFO",Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6983,9.5878,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-0ETW9KZ0-4TJ55Y5D-C,CAT 10 - Aurora,LOCAL_CLUB,Lombardia,BE,Pradalunga,"Via Aldo Moro 12, Centro Sociale",Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7444,9.785,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-CQXXGHP8-NHFQAT43-N,CAT Stezzano,LOCAL_CLUB,Lombardia,BE,Stezzano,"Via Mascagni 13, Centro Cascinetto",Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6508,9.6528,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-82EBJ0WA-SM0DWGBX-F,CAT Telgate,LOCAL_CLUB,Lombardia,BE,Telgate,"Piazza Vittorio Veneto 42, Municipio",Giovedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6267,9.8519,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-35TNEBRE-4WRHTC4G-7,CAT Terno d'Isola 1,LOCAL_CLUB,Lombardia,BE,Terno d'Isola,"Via G. Bravi 15, ex Scuole Elementari",Sabato,15:00,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6875,9.5317,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-VZW9K4S8-76N5YEM2-G,CAT Terno d'Isola 2,LOCAL_CLUB,Lombardia,BE,Terno d'Isola,"Via G. Bravi 15, ex Scuole Elementari",Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6875,9.5317,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-J7W09KHH-RC89M5X4-K,CAT Terno d'Isola 3,LOCAL_CLUB,Lombardia,BE,Terno d'Isola,"Via G. Bravi 15, ex Scuole Elementari",Martedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6875,9.5317,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-X9CQ00H3-20GSDK86-J,CAT Bergamo 8 - Torre Boldone,LOCAL_CLUB,Lombardia,BE,Torre Boldone,"Piazza Mercato, Centro polivalente",Giovedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7144,9.7042,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-8HPRSYYE-NB1T7G7Z-F,CAT Trescore Balneario,LOCAL_CLUB,Lombardia,BE,Trescore Balneario,Oratorio,Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6961,9.8428,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-B7G36G01-HAEXAPT1-7,CAT 3 - Il Cammino,LOCAL_CLUB,Lombardia,BE,Vertova,"Via Convento, ex Convento",Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.8156,9.8514,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-B97Y4XYJ-7WYGCJSK-D,ACAT Parco dei Colli,TERRITORIAL,Lombardia,BE,Villa d'Almè,"Via Locatelli, Municipio",,,340 2716420,acat.parcodeicolli@libero.it,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7483,9.6156,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,
SIC-VCW9B4MD-RDQ2QAZS-M,CAT Villa d'Almè 1,LOCAL_CLUB,Lombardia,BE,Villa d'Almè,"Passaggio del Borgo, Sala Polifunzionale",Mercoledì,17:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7483,9.6156,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-F0JMH45X-2TPDR59P-Y,CAT Villa d'Almè 2,LOCAL_CLUB,Lombardia,BE,Villa d'Almè,"Passaggio del Borgo, Sala Polifunzionale",Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.7483,9.6156,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-ACHD21YD-HZ2D2Q30-Q,CAT Zanica,LOCAL_CLUB,Lombardia,BE,Zanica,"Piazza Repubblica, Centro Socio Culturale",Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Bergamo.html,45.6419,9.6869,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,Parent ACAT ricostruibile dalla pagina sorgente; da normalizzare nella fase 2
SIC-W45XMWNN-5YPZP9S0-Q,ARCAT Lombardia ODV,REGIONAL,Lombardia,BG,Almenno San Bartolomeo,"Via 4 Novembre, 66",,,375 8876759,info@arcatlombardia.it,https://www.arcatlombardia.it,45.7483,9.5889,CITY,ACTIVE_VERIFIED_2026,https://www.arcatlombardia.it,AICAT / ARCAT Directory Ufficiale,Coordina tutte le ACAT e Club della Lombardia.
SIC-APCAT-9A473A69-CCBF82F5,APCAT Bergamo e Valli Orobiche,PROVINCIAL_APCAT,Lombardia,BG,Bergamo,Via Statuto 22,Lunedì,20:30,035 241199,apcatbergamo@gmail.com,https://www.arcatlombardia.it,45.6983,9.6773,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Associazione provinciale bergamasca con oltre 25 Club operativi sul territorio.
SIC-QG77K2H4-K86H29DZ-Q,ACAT Isola Bergamasca,TERRITORIAL,Lombardia,BG,Terno d'Isola,Via G. Bravi 16,,,328 3071891,acatisolabergamasca@libero.it,https://acatisolabergamasca.org,45.6875,9.5317,CITY,ACTIVE_VERIFIED_2026,https://acatisolabergamasca.org,OSINT_DIRECTORY_2026,Sito ufficiale dei Club dell'Isola Bergamasca.
SIC-T8Q0FTY6-VNWFDKMS-P,CAT L'Alba,LOCAL_CLUB,Lombardia,BR,Bedizzole,Centro Sociale,Martedì,20:30,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.5133,10.4217,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-EXT1V5D4-JRCRWK7P-A,CAT Armonia,LOCAL_CLUB,Lombardia,BR,Brescia,Via Borgondio 29,Giovedì,20:15,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.5416,10.2118,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-MZVXQC2S-91YBFC8X-A,CAT Vladimir Hudolin,LOCAL_CLUB,Lombardia,BR,Brescia,Via Livorno 7,Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.5416,10.2118,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-XK872YY4-GDNKFPG1-D,ACAT Manerbio,TERRITORIAL,Lombardia,BR,Manerbio,"Via Palestro 57, Centro Sociale",,,339 4602401,ciscoroda@gmail.com,https://www.arcatlombardia.it/CAT_Brescia.html,45.3581,10.1367,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-TG848C41-R2XVZ930-B,CAT Manerbio 3,LOCAL_CLUB,Lombardia,BR,Manerbio,"Via Palestro 57, Centro Sociale",Mercoledì,21:00,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.3581,10.1367,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-BFD97KB6-0KXJ1246-N,CAT Montichiari - Il Germoglio,LOCAL_CLUB,Lombardia,BR,Montichiari,"Via Trieste 26, Casa delle Associazioni",Mercoledì,20:30,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.4128,10.3956,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-7QK8R6P2-2SBHRZV6-8,CAT La Farfalla,LOCAL_CLUB,Lombardia,BR,Paitone,"Via Beschi 18, Centro Sociale",Mercoledì,20:00,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.5539,10.4019,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-H8JBH4D8-VY00PXG2-4,CAT Azzurro,LOCAL_CLUB,Lombardia,BR,Prevalle,"Via Morani 9, Municipio",Mercoledì,20:00,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.5531,10.4239,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-T5WF7RWP-YSAEMNCF-1,ACAT Vallesabbia,TERRITORIAL,Lombardia,BR,Roè Volciano,Via Luigi Ragazzo 21,,,349 7421258,acatvallesabbia.info@yahoo.it,https://www.arcatlombardia.it/CAT_Brescia.html,45.6267,10.4986,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
