id,sic_id,entity_name,original_type,network_level,network_rank,rank_color,continent,country,region,province,city,address,latitude,longitude,geo_accuracy,status,parent_sic_id,source_url,source_type,language,meeting,public_contact,notes,direct_children,network_descendants,public_data_score,is_synthetic,created_at,updated_at,website,phone,email,geo_confidence,geocoded_from,geocoded_at,original_name,translated_name,original_hierarchy,postal_code,facebook,instagram,youtube,linkedin,x_twitter,founding_year,closure_year,reopening_year,hudolin_confirmed,confidence_score,last_verified,geo_provider,geo_provider_ref,territorial_association,regional_federation,national_federation,families_count
211,SIC-XC1C264T-HKG2DT3B-4,KLA Široki Brijeg,CLUB,LOCAL_CLUB,10,#22C55E,Europe,Bosnia and Herzegovina,,,Široki Brijeg,,44.2,18.25,COUNTRY_ONLY,HISTORICAL_PUBLIC_NEEDS_CURRENT_RECHECK,SIC-KBAVF4X8-T7QP9Z70-Q,https://www.moravek.org/kla/53-adres.html,Public historical KLA directory,hr,,,,0,0,39,0,2026-08-18 13:21:46,2026-08-18 13:21:46,,+39 800 974250,info@dependex.support,20,Bosnia and Herzegovina,2026-08-18 15:14:59,,,,,,,,,,,,,0,50,,WORLD_POLYGON_CENTROID,,,,,11
212,SIC-5ZW4K4Z9-K8YQZKHN-T,Zajednica klubova liječenih alkoholičara Dr Vladimir Hudolin,TERRITORIAL,TERRITORIAL,20,#14B8A6,Europe,Bosnia and Herzegovina,,,Mostar,"Splitska 34, 88000 Mostar",43.41255,16.82764,COUNTRY_DISTRIBUTED_ESTIMATE,PUBLIC_REGISTER_CURRENT,SIC-A53THB43-9DMD9PY1-W,https://www.akta.ba/Firma/zajednica-klubova-lijecenih-alkoholicara-dr-vladimir-hudolin-mostar/53451,Public business/association register,hr,,,,0,0,54,0,2026-08-18 13:21:46,2026-08-18 13:21:46,,+39 800 974250,info@dependex.support,0,,,,,,,,,,,,,,,0,50,,,,,,,11
213,SIC-5PR58792-3D2K5VC3-N,Zveza klubov zdravljenih alkoholikov Slovenije,NATIONAL,NATIONAL,50,#F59E0B,Europe,Slovenia,,,Tolmin,"Prešernova 6a, p.p. 19, 5220 Tolmin",45.33302,13.86583,COUNTRY_DISTRIBUTED_ESTIMATE,VERIFIED_PUBLIC_CURRENT,SIC-JZ4DXD20-TGYG5W95-D,https://zvezakza.si/kontakt/,Official federation site,sl,,info@zvezakza.si; +386 31 479 296,,0,0,84,0,2026-08-18 13:21:46,2026-08-18 13:21:46,https://zvezakza.si/kontakt/,+386 31 479 296,info@zvezakza.si,0,,,,,,,,,,,,,,,0,50,,,,,,,11
214,SIC-9XT8MTH5-ZRYXSCR1-T,KZA Cerknica,CLUB,LOCAL_CLUB,10,#22C55E,Europe,Slovenia,,,Cerknica,"Partizanska cesta 2a, 1380 Cerknica",46.1,15.0,COUNTRY_ONLY,VERIFIED_PUBLIC_DIRECTORY,SIC-FTS8QZF9-20R6MME1-9,https://brezalkohola.si/drustva_klubi_ustanove/,Slovenian public addiction network directory,sl,,068 158 165,,0,0,64,0,2026-08-18 13:21:46,2026-08-18 13:21:46,,068 158 165,info@dependex.support,20,Slovenia,2026-08-18 15:14:59,,,,,,,,,,,,,0,50,,WORLD_POLYGON_CENTROID,,,,,11
215,SIC-WNJP0MH8-G1V7FJ93-J,KZA Idrija,CLUB,LOCAL_CLUB,10,#22C55E,Europe,Slovenia,,,Idrija,"Pot sv. Antona 49, 5280 Idrija",46.1,15.0,COUNTRY_ONLY,VERIFIED_PUBLIC_DIRECTORY,SIC-FTS8QZF9-20R6MME1-9,https://brezalkohola.si/drustva_klubi_ustanove/,Slovenian public addiction network directory,sl,,040 283 808,,0,0,64,0,2026-08-18 13:21:46,2026-08-18 13:21:46,,040 283 808,info@dependex.support,20,Slovenia,2026-08-18 15:14:59,,,,,,,,,,,,,0,50,,WORLD_POLYGON_CENTROID,,,,,11
216,SIC-2EE6RF9M-QBF60Z1J-K,KZA Koper,CLUB,LOCAL_CLUB,10,#22C55E,Europe,Slovenia,,,Koper,"p.p. 395, Koper",46.1,15.0,COUNTRY_ONLY,VERIFIED_PUBLIC_DIRECTORY,SIC-FTS8QZF9-20R6MME1-9,https://brezalkohola.si/drustva_klubi_ustanove/,Slovenian public addiction network directory,sl,,051 314 133,,0,0,64,0,2026-08-18 13:21:46,2026-08-18 13:21:46,,051 314 133,info@dependex.support,20,Slovenia,2026-08-18 15:14:59,,,,,,,,,,,,,0,50,,WORLD_POLYGON_CENTROID,,,,,11
217,SIC-YZ0BFT6A-YXE0RS1Y-Z,KZA Logatec,CLUB,LOCAL_CLUB,10,#22C55E,Europe,Slovenia,,,Logatec,"Notranjska c. 2, p.p. 6, 1370 Logatec",46.1,15.0,COUNTRY_ONLY,VERIFIED_PUBLIC_DIRECTORY,SIC-FTS8QZF9-20R6MME1-9,https://brezalkohola.si/drustva_klubi_ustanove/,Slovenian public addiction network directory,sl,,041 419 079,,0,0,64,0,2026-08-18 13:21:46,2026-08-18 13:21:46,,041 419 079,info@dependex.support,20,Slovenia,2026-08-18 15:14:59,,,,,,,,,,,,,0,50,,WORLD_POLYGON_CENTROID,,,,,11
218,SIC-KKT4DFKV-SCGX8DMM-M,KZA Tolmin,CLUB,LOCAL_CLUB,10,#22C55E,Europe,Slovenia,,,Tolmin,"Prešernova 6a, p.p.19, 5220 Tolmin",46.1,15.0,COUNTRY_ONLY,VERIFIED_PUBLIC_DIRECTORY,SIC-FTS8QZF9-20R6MME1-9,https://brezalkohola.si/drustva_klubi_ustanove/,Slovenian public addiction network directory,sl,,031 479 296,,0,0,64,0,2026-08-18 13:21:46,2026-08-18 13:21:46,,031 479 296,info@dependex.support,20,Slovenia,2026-08-18 15:14:59,,,,,,,,,,,,,0,50,,WORLD_POLYGON_CENTROID,,,,,11
219,SIC-48W9QT00-QPNATJCT-5,DZA Vrhnika,CLUB,LOCAL_CLUB,10,#22C55E,Europe,Slovenia,,,Vrhnika,"Raskovec 21, 1360 Vrhnika",46.1,15.0,COUNTRY_ONLY,VERIFIED_PUBLIC_DIRECTORY,SIC-FTS8QZF9-20R6MME1-9,https://brezalkohola.si/drustva_klubi_ustanove/,Slovenian public addiction network directory,sl,,041 229 142; 031 251 642,,0,0,64,0,2026-08-18 13:21:46,2026-08-18 13:21:46,,041 229 142,info@dependex.support,20,Slovenia,2026-08-18 15:14:59,,,,,,,,,,,,,0,50,,WORLD_POLYGON_CENTROID,,,,,11
220,SIC-6CD07EKS-JACTWKY3-Y,Društvo zdravljenih alkoholikov Ajdovščina-Vipava,CLUB,LOCAL_CLUB,10,#22C55E,Europe,Slovenia,,,Ajdovščina,"Tovarniška 3, 5370 Ajdovščina",46.1,15.0,COUNTRY_ONLY,VERIFIED_PUBLIC_DIRECTORY,SIC-FTS8QZF9-20R6MME1-9,https://brezalkohola.si/drustva_klubi_ustanove/,Slovenian public addiction network directory,sl,,051 337 347,,0,0,64,0,2026-08-18 13:21:46,2026-08-18 13:21:46,,051 337 347,info@dependex.support,20,Slovenia,2026-08-18 15:14:59,,,,,,,,,,,,,0,50,,WORLD_POLYGON_CENTROID,,,,,11
221,SIC-A5AE0RB4-VN6Z09JB-X,AICAT - Associazione Italiana dei Club Alcologici Territoriali,NATIONAL,NATIONAL,50,#F59E0B,Europe,Italy,Italia,UD,Udine,"Via Chisimaio, 40",46.0637,13.2359,CITY,ACTIVE_VERIFIED_2026,SIC-SAPSJ5F6-GDEFRWNM-E,https://www.aicat.net,AICAT Portale Nazionale Ufficiale,it,,366 3625248; segreteria@aicat.net,Organismo nazionale di coordinamento dei Club Alcologici Territoriali. Numero Verde gratuito: 800 974250.,21,220,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.aicat.net,800 974250 (Numero Verde) · 0432 123456,segreteria@aicat.net,0,,,,,,,,,,,,,,,0,50,,,,,,,18500
222,SIC-VTPZ5VTE-CN5C3HSW-X,ARCAT Abruzzo ODV ETS,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Abruzzo,PE,Manoppello,"Piazza San Callisto, 4",42.2575,14.0608,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://www.arcatabruzzo.org,AICAT / ARCAT Directory Ufficiale,it,,320 8805222; katiusciatuzi@yahoo.it,Conta 25 Club operativi sul territorio abruzzese.,1,0,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcatabruzzo.org,333 7485077,info@arcatabruzzo.org,0,,,,,,,,,,,,,,,0,50,,,,,,,650
223,SIC-H20ZR2EF-6B35QK4T-4,APCAT Bolzano / Rete Alto Adige,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Trentino-Alto Adige,BZ,Bolzano,,46.4983,11.3548,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT ufficiale,it,,,Riferimenti territoriali in collaborazione con i Ser.D e associazioni convenzionate (HANDS Bolzano).,0,0,29,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,+39 800 974250,info@dependex.support,0,,,,,,,,,,,,,,,0,50,,,,,,,220
224,SIC-FVTP6Y0F-1JSJXR34-N,ARCAT Basilicata,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Basilicata,MT,Matera,"Via Rosario Livatino, 47a",40.6664,16.6043,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,it,,329 8859203; miriello.umberto70@gmail.com,Rete regionale della Basilicata.,2,1,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,329 8859203,miriello.umberto70@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,650
225,SIC-EK5ZJH8T-GETTY2FP-W,ARCAT Calabria ODV,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Calabria,CS,Cosenza,Via Macchiabella 58,39.3039,16.252,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,it,,0984 1865040; arcatcalabriaodv@gmail.com,Contatti e accoglienza prevalentemente tramite i Ser.D / Dipartimenti Dipendenze delle ASL calabresi e Numero Verde AICAT 800 974250.,1,0,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,0984 1865040,arcatcalabriaodv@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,650
226,SIC-B43BB5EB-6ZXFME7V-D,ARCAT Campania,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Campania,SA,Salerno,"Via Michele Pironti, 14",40.6824,14.7681,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,it,,375 5056720; arcatcampania@gmail.com,"Gruppi multifamiliari attivi su Napoli, Salerno e province; riferimento tramite Ser.D locali, email arcatcampania@gmail.com o Numero Verde AICAT 800 974250.",0,0,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,375 5056720,arcatcampania@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,650
227,SIC-8GXV4C48-Z1QWP0DP-J,ARCAT Emilia Romagna ODV,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Emilia-Romagna,,Bologna,Via Matilde Serao 11,44.4949,11.3426,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://www.arcatemiliaromagna.com,AICAT / ARCAT Directory Ufficiale,it,,346 2176182; arcatemiliaromagna92@gmail.com,Coordina le ACAT e APCAT delle province emiliano-romagnole.,5,24,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcatemiliaromagna.com,346 2176182,arcatemiliaromagna@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,1200
228,SIC-2KT4SVM9-3648P2M5-4,ARCAT FVG APS,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Friuli-Venezia Giulia,UD,Udine,"Via Chisimaio, 40",46.0637,13.2359,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://www.arcatfvg.it/acat-e-cat,AICAT / ARCAT Directory Ufficiale,it,,,Coordina oltre 200 Club in Friuli Venezia Giulia. Elenco completo ACAT e CAT su arcatfvg.it/acat-e-cat,5,0,29,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcatfvg.it,335 244550,info@arcatfvg.it,0,,,,,,,,,,,,,,,0,50,,,,,,,650
229,SIC-77AZHNGD-B4V7TSQH-S,ARCAT Regione Lazio,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Lazio,RM,Roma,Via Carano 21,41.9028,12.4964,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,it,,392 2766030; arcatregionelazio@gmail.com,"Presenza dell'ACAT Ciociaria (Frosinone); per Roma e province contatti tramite Ser.D ASL, CRARL (Centro Riferimento Alcologico Lazio) o Numero Verde 800 974250.",3,1,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,392 2766030,arcatregionelazio@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,650
230,SIC-SAPSPJXD-51WPHBC5-B,ARCAT Liguria,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Liguria,GE,Genova,Vico di Mezzagalera 4R,44.4056,8.9463,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://www.arcat-liguria.com,AICAT / ARCAT Directory Ufficiale,it,,,"Portale regionale con elenco dei Club (CAT), sedi, orari di riunione settimanale e contatti dei Servitori-Insegnanti su arcat-liguria.com.",1,0,29,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcat-liguria.com,347 8093255,apcatgenova@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,650
231,SIC-W45XMWNN-5YPZP9S0-Q,ARCAT Lombardia ODV,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Lombardia,BG,Almenno San Bartolomeo,"Via 4 Novembre, 66",45.7483,9.5889,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://www.arcatlombardia.it,AICAT / ARCAT Directory Ufficiale,it,,375 8876759; info@arcatlombardia.it,Coordina tutte le ACAT e Club della Lombardia.,70,109,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcatlombardia.it,375 8876759,info@arcatlombardia.it,0,,,,,,,,,,,,,,,0,50,,,,,,,1800
232,SIC-JQ09PERZ-53Q5953G-1,ARCAT Marche ETS-ODV,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Marche,FM,Campofilone,"C.da Montecamauro, 6",43.0808,13.8217,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,it,,349 7656452; arcatmarche@libero.it,"Riferimento regionale ARCAT Marche (Campofilone, FM) o tramite Ser.D delle AST marchigiane e Numero Verde 800 974250.",15,15,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,349 7656452,arcatmarche@libero.it,0,,,,,,,,,,,,,,,0,50,,,,,,,650
233,SIC-RDTRPEX7-DANAZ51D-R,ARCAT Molise,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Molise,CB,Campobasso,Via Cirese snc,41.5603,14.6627,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://www.arcatmolise.com,AICAT / ARCAT Directory Ufficiale,it,,338 1614519; arcatmolise@libero.it,Associazione regionale del Molise.,0,0,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcatmolise.com,338 1614519,arcatmolise@libero.it,0,,,,,,,,,,,,,,,0,50,,,,,,,650
234,SIC-51N3J0HD-VGNN2JP1-6,ARCAT Piemonte,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Piemonte,TO,Torino,Via Giolitti 21,45.0703,7.6869,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,it,,348 7722812; segreteria.arcatpiemonte@gmail.com,Rete dei Club e corsi di sensibilizzazione alcologica in Piemonte.,9,7,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,348 7722812,segreteria.arcatpiemonte@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,1800
235,SIC-FP3Y4CDR-7J3ZW8WX-S,ARCAT Puglia ODV,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Puglia,BA,Bari,"Via Perrone, 19",41.1171,16.8719,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://www.arcatpuglia.net,AICAT / ARCAT Directory Ufficiale,it,,349 7431529; Infoarcatpuglia@gmail.com,Coordina le APCAT e i Club di tutta la Puglia.,10,10,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcatpuglia.net,349 7431529,infoarcatpuglia@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,650
236,SIC-WXRPG675-XMV7T94W-Z,ARCAT Sardegna,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Sardegna,NU,Nuoro,"Via Oggiano, 18",40.3208,9.3297,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://arcatsardegna.wordpress.com,AICAT / ARCAT Directory Ufficiale,it,,328 7378290; arcatsardegna@aicat.net,Coordinamento regionale della Sardegna.,1,1,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://arcatsardegna.wordpress.com,328 7378290,arcatsardegna@aicat.net,0,,,,,,,,,,,,,,,0,50,,,,,,,650
237,SIC-00GPNEFM-VBWTZRVD-K,ARCAT della Sicilia ODV,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Sicilia,CL,Caltanissetta,"Via Xiboli, 310",37.4922,14.0622,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,it,,329 1521062; arcatdellasiciliaodv@gmail.com,"Club attivi sul territorio; riferimento regionale Caltanissetta, Ser.D locali o Numero Verde AICAT 800 974250.",0,0,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,329 1521062,arcatdellasiciliaodv@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,650
238,SIC-RRSP33QN-Y5YHA4E1-V,ARCAT Toscana ODV,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Toscana,FI,Firenze,Viale G. Matteotti 25,43.7696,11.2558,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://www.arcattoscana.it,AICAT / ARCAT Directory Ufficiale,it,,348 9214600; segreteria@arcattoscana.it,Portale regionale toscano dei Club Alcologici Territoriali.,16,15,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcattoscana.it,348 9214600,segreteria@arcattoscana.it,0,,,,,,,,,,,,,,,0,50,,,,,,,1200
239,SIC-33Y9KF0M-SNASNV7Q-A,APCAT Trentino ODV (Centro Studi CSDPA),REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Trentino-Alto Adige,TN,Trento,"Via Sighele Scipio, 5",46.0748,11.1217,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,http://www.apcattrentino-centrostudi.it,AICAT / ARCAT Directory Ufficiale,it,,0461 914451; segreteria@apcattrentino-centrostudi.it,Sede a Trento. Coordinamento dei Club del Trentino e formazione continua con il Centro Studi CSDPA.,0,0,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,http://www.apcattrentino-centrostudi.it,0461 914451,csdpa@apcattrentino-centrostudi.it,0,,,,,,38122,,,,,,,,,0,50,,,,,,,480
240,SIC-DCM75P3Z-1HDQ3KPZ-6,ARCAT Umbria ODV,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Umbria,PG,Perugia,Via Cristoforo Colombo 9,43.1107,12.3908,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT / ARCAT Directory Ufficiale,it,,340 8672029; matteucci.vale@gmail.com,Coordinamento regionale dei Club dell'Umbria. Sede a Perugia.,0,0,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcatumbria.it,340 8672029 / 347 1647419,arcatumbria@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,650
241,SIC-MWD6NTHF-BQR1SX9Q-1,Valle d'Aosta,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Valle d'Aosta,,,,41.87577,13.81332,COUNTRY_DISTRIBUTED_ESTIMATE,OFFICIAL_LIST_CONTACT_MISSING,SIC-A5AE0RB4-VN6Z09JB-X,https://aicat.net/index.php?page=contatti,AICAT ufficiale,it,,,Riferimento tramite Servizio per le Dipendenze (Ser.D) dell'Azienda USL Valle d'Aosta e Numero Verde 800 974250.,0,0,29,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,+39 800 974250,segreteria@aicat.net,0,,,,,,,,,,,,,,,0,50,,,,,,,650
242,SIC-3JXF0TMQ-BDRN8KQ4-F,ARCAT Veneto ODV,REGIONAL,REGIONAL,40,#8B5CF6,Europe,Italy,Veneto,PD,Padova,Via Tre Forni 16,45.4064,11.8768,CITY,ACTIVE_VERIFIED_2026,SIC-A5AE0RB4-VN6Z09JB-X,https://arcatveneto.it,AICAT / ARCAT Directory Ufficiale,it,,0423 677168; segreteria@arcatveneto.it,Oltre 500 Club Alcologici Territoriali attivi in tutto il Veneto.,12,16,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://arcatveneto.it,0423 677168,segreteria@arcatveneto.it,0,,,,,,,,,,,,,,,0,50,,,,,,,2600
243,SIC-NZ9YZ360-BZNAPN9J-S,APCAT Latina,PROVINCIAL,PROVINCIAL,30,#3B82F6,Europe,Italy,Lazio,LATINA,Latina,Via Feronia 8,41.4676,12.9037,CITY,VERIFIED_OFFICIAL_CURRENT,SIC-77AZHNGD-B4V7TSQH-S,https://aicat.net/index.php?page=contatti,AICAT ufficiale,it,,0773 661962; apcatlatinaodv@gmail.com,,0,0,74,0,2026-08-18 13:21:46,2026-09-19 14:22:34,,0773 661962,apcatlatinaodv@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,220
244,SIC-ZWERK5F4-GSRBGWEG-C,ACAT Sesto Campi Firenze,TERRITORIAL,TERRITORIAL,20,#14B8A6,Europe,Italy,Toscana,FIRENZE,Sesto Fiorentino / Campi Bisenzio,,42.39401,12.64746,COUNTRY_DISTRIBUTED_ESTIMATE,VERIFIED_OFFICIAL_CURRENT,SIC-RRSP33QN-Y5YHA4E1-V,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,it,,347 1041089,Contatto pubblicato: Simona,0,0,59,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,347 1041089,apcatfirenze@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,85
245,SIC-WM9VSFJM-6SRKQR2P-T,ACAT Empoli,TERRITORIAL,TERRITORIAL,20,#14B8A6,Europe,Italy,Toscana,,Empoli,,42.23978,12.3925,COUNTRY_DISTRIBUTED_ESTIMATE,VERIFIED_OFFICIAL_CURRENT,SIC-RRSP33QN-Y5YHA4E1-V,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,it,,335 5421096,Contatto pubblicato: Patrizia,0,0,59,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,335 5421096,arcat.toscana@virgilio.it,0,,,,,,,,,,,,,,,0,50,,,,,,,85
246,SIC-V6APBWAZ-0ZQX01CC-Y,ACAT Follonica,TERRITORIAL,TERRITORIAL,20,#14B8A6,Europe,Italy,Toscana,GROSSETO,Follonica,,41.56302,13.49071,COUNTRY_DISTRIBUTED_ESTIMATE,VERIFIED_OFFICIAL_CURRENT,SIC-RRSP33QN-Y5YHA4E1-V,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,it,,339 2554034,Contatto pubblicato: Ilio,0,0,59,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,339 2554034,arcat.toscana@virgilio.it,0,,,,,,,,,,,,,,,0,50,,,,,,,85
247,SIC-2HRYDWVX-EM1T6SYG-5,ACAT Garfagnana,TERRITORIAL,TERRITORIAL,20,#14B8A6,Europe,Italy,Toscana,LUCCA,Garfagnana,,43.08405,13.25128,COUNTRY_DISTRIBUTED_ESTIMATE,VERIFIED_OFFICIAL_CURRENT,SIC-RRSP33QN-Y5YHA4E1-V,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,it,,335 5481095,Contatto pubblicato: Franca,0,0,59,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,335 5481095,apcatlucca@gmail.com,0,,,,,,,,,,,,,,,0,50,,,,,,,85
248,SIC-WMZFEQV7-W1F469BD-6,ACAT Grosseto Green,TERRITORIAL,TERRITORIAL,20,#14B8A6,Europe,Italy,Toscana,GROSSETO,Grosseto,,42.7634,11.1118,CITY,VERIFIED_OFFICIAL_CURRENT,SIC-RRSP33QN-Y5YHA4E1-V,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,it,,349 1884621,Contatto pubblicato: Simona,0,0,59,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,349 1884621,arcat.toscana@virgilio.it,0,,,,,,,,,,,,,,,0,50,,,,,,,85
249,SIC-81MK3FXX-04QXAB5D-9,ACAT Grosseto Hudolin,TERRITORIAL,TERRITORIAL,20,#14B8A6,Europe,Italy,Toscana,,Grosseto,,42.7634,11.1118,CITY,VERIFIED_OFFICIAL_CURRENT,SIC-RRSP33QN-Y5YHA4E1-V,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,it,,328 5334010,Contatto pubblicato: Patrizia,0,0,59,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,328 5334010,arcat.toscana@virgilio.it,0,,,,,,,,,,,,,,,0,50,,,,,,,85
250,SIC-CQBSRHYC-BMNNYPQH-X,ACAT Grosseto Nord / Green (Centro Alcoologico),TERRITORIAL,TERRITORIAL,20,#14B8A6,Europe,Italy,Toscana,GR,Grosseto,,42.7634,11.1118,CITY,ACTIVE_VERIFIED_2026,SIC-RRSP33QN-Y5YHA4E1-V,https://www.centroalcolegico-grosseto.it,OSINT_DIRECTORY_2026,it,,328 6246905,Sito web di riferimento per l'area grossetana.,0,0,59,0,2026-08-18 13:21:46,2026-09-19 14:22:34,https://www.centroalcolegico-grosseto.it,328 6246905,arcat.toscana@virgilio.it,0,,,,,,,,,,,,,,,0,50,,,,,,,85
